,zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population,rfactor
0,37010,STANDARD,0,Adams,,,TN,Montgomery County,America/Chicago,"270, 364, 615, 629, 931",,US,36.58,-87.06,5680,219.18918
1,37011,PO BOX,0,Antioch,,,TN,Davidson County,America/Chicago,615,,US,36.04,-86.64,1107,224.2576
2,37012,STANDARD,0,Alexandria,,,TN,DeKalb County,America/Chicago,"615, 629",,US,36.07,-86.03,2110,214.63324
3,37013,STANDARD,0,Antioch,Cane Ridge,,TN,Davidson County,America/Chicago,"615, 629",,US,36.04,-86.64,85580,224.2576
4,37014,STANDARD,0,Arrington,,Triune,TN,Williamson County,America/Chicago,"615, 629",,US,35.87,-86.63,2800,226.95233
5,37015,STANDARD,0,Ashland City,,,TN,Cheatham County,America/Chicago,"615, 629, 931",,US,36.27,-87.05,16950,225.11142
6,37016,STANDARD,0,Auburntown,,,TN,Cannon County,America/Chicago,"615, 629",,US,35.94,-86.09,830,218.36224
7,37018,STANDARD,0,Beechgrove,,,TN,Coffee County,America/Chicago,"615, 629, 931",,US,35.64,-86.2,1970,227.56558
8,37019,STANDARD,0,Belfast,,,TN,Marshall County,America/Chicago,931,,US,35.4,-86.71,850,247.31181
9,37020,STANDARD,0,Bell Buckle,,,TN,Bedford County,America/Chicago,"615, 629, 931",,US,35.59,-86.35,5100,231.80255
10,37022,STANDARD,0,Bethpage,Rock Bridge,,TN,Sumner County,America/Chicago,"615, 629",,US,36.5,-86.3,5750,211.19702
11,37023,STANDARD,0,Big Rock,,,TN,Stewart County,America/Chicago,931,,US,36.59,-87.78,1550,230.70593
12,37024,PO BOX,0,Brentwood,,,TN,Williamson County,America/Chicago,615,,US,35.99,-86.78,888,226.5734
13,37025,STANDARD,0,Bon Aqua,,,TN,Hickman County,America/Chicago,"615, 629, 931",,US,35.94,-87.34,5980,238.25786
14,37026,STANDARD,0,Bradyville,,,TN,Cannon County,America/Chicago,"615, 629, 931",,US,35.69,-86.1,2130,224.99176
15,37027,STANDARD,0,Brentwood,,Forest Hills,TN,Williamson County,America/Chicago,"615, 629",,US,35.99,-86.78,60810,226.5734
16,37028,STANDARD,0,Bumpus Mills,,,TN,Stewart County,America/Chicago,"270, 364, 931",,US,36.62,-87.85,580,231.55383
17,37029,STANDARD,0,Burns,,,TN,Dickson County,America/Chicago,"615, 629",,US,36.05,-87.31,6340,234.08179
18,37030,STANDARD,0,Carthage,"Defeated, S Carthage, So Carthage, South Carthage",Mc Clures Bend,TN,Smith County,America/Chicago,"615, 629, 931",,US,36.25,-85.94,6310,210.6308
19,37031,STANDARD,0,Castalian Springs,Castalin Spgs,Castalian Spg,TN,Sumner County,America/Chicago,"615, 629",,US,36.38,-86.31,4160,213.09677
20,37032,STANDARD,0,Cedar Hill,,,TN,Robertson County,America/Chicago,"615, 629, 931",,US,36.55,-87.0,4540,219.07092
21,37033,STANDARD,0,Centerville,Pleasantville,"Aetna, Coble, Fairfield, Grinders, Shipps Bend",TN,Hickman County,America/Chicago,931,,US,35.79,-87.44,6410,245.11728
22,37034,STANDARD,0,Chapel Hill,,,TN,Marshall County,America/Chicago,"615, 629, 931",,US,35.62,-86.69,8150,237.29996
23,37035,STANDARD,0,Chapmansboro,,,TN,Cheatham County,America/Chicago,"615, 629, 931",,US,36.37,-87.11,3510,224.28677
24,37036,STANDARD,0,Charlotte,,,TN,Dickson County,America/Chicago,"615, 629, 931",,US,36.18,-87.34,5740,231.09682
25,37037,STANDARD,0,Christiana,,,TN,Rutherford County,America/Chicago,"615, 629, 931",,US,35.7,-86.34,9250,227.47284
26,37040,STANDARD,0,Clarksville,,,TN,Montgomery County,America/Chicago,"270, 364, 931",,US,36.56,-87.34,52100,223.98177
27,37041,PO BOX,0,Clarksville,,,TN,Montgomery County,America/Chicago,931,,US,36.56,-87.34,439,223.98177
28,37042,STANDARD,0,Clarksville,,Sango,TN,Montgomery County,America/Chicago,"270, 364, 931",,US,36.57,-87.42,78080,224.89423
29,37043,STANDARD,0,Clarksville,,"Fredonia, Hickory Point, Hilldale",TN,Montgomery County,America/Chicago,"270, 364, 615, 629, 931",,US,36.49,-87.24,51970,223.74564
30,37044,UNIQUE,0,Clarksville,,Austin Peay St Univ,TN,Montgomery County,America/Chicago,"931, 615",,US,36.56,-87.34,45,223.98177
31,37046,STANDARD,0,College Grove,,"Allisona, Bethesda",TN,Williamson County,America/Chicago,"615, 629, 931",,US,35.77,-86.74,6690,232.36621
32,37047,STANDARD,0,Cornersville,,,TN,Marshall County,America/Chicago,931,,US,35.35,-86.84,2290,250.1383
33,37048,STANDARD,0,Cottontown,Walnut Grove,,TN,Sumner County,America/Chicago,"615, 629",,US,36.48,-86.59,6260,214.75613
34,37049,STANDARD,0,Cross Plains,,,TN,Robertson County,America/Chicago,"615, 629",,US,36.54,-86.68,3610,214.86337
35,37050,STANDARD,0,Cumberland City,Cumberlnd Cty,,TN,Stewart County,America/Chicago,931,,US,36.38,-87.64,1510,231.82198
36,37051,STANDARD,0,Cumberland Furnace,"Cmbrlnd Frnce, Slayden",,TN,Dickson County,America/Chicago,"615, 629, 931",,US,36.3,-87.4,3510,229.33151
37,37052,STANDARD,0,Cunningham,,,TN,Montgomery County,America/Chicago,"615, 629, 931",,US,36.37,-87.43,2620,228.23196
38,37055,STANDARD,0,Dickson,,,TN,Dickson County,America/Chicago,"615, 629, 931",,US,36.07,-87.37,25330,234.58899
39,37056,PO BOX,0,Dickson,,,TN,Dickson County,America/Chicago,615,,US,36.07,-87.37,898,234.58899
40,37057,STANDARD,0,Dixon Springs,,,TN,Macon County,America/Chicago,"615, 629",,US,36.42,-86.03,870,209.56111
41,37058,STANDARD,0,Dover,,Fort Donelson National Milit,TN,Stewart County,America/Chicago,"731, 931",,US,36.48,-87.84,6230,234.19514
42,37059,STANDARD,0,Dowelltown,,,TN,DeKalb County,America/Chicago,"615, 629",,US,36.01,-85.94,1400,214.49374
43,37060,STANDARD,0,Eagleville,,,TN,Rutherford County,America/Chicago,"615, 629, 931",,US,35.74,-86.65,2950,231.67033
44,37061,STANDARD,0,Erin,,,TN,Houston County,America/Chicago,931,,US,36.31,-87.7,4230,234.5524
45,37062,STANDARD,0,Fairview,,,TN,Williamson County,America/Chicago,"615, 629, 931",,US,35.97,-87.12,12090,233.2236
46,37063,PO BOX,0,Fosterville,,,TN,Rutherford County,America/Chicago,615,,US,35.65,-86.4,0,230.1398
47,37064,STANDARD,0,Franklin,,"Kingfield, Peytonsville, Rudderville",TN,Williamson County,America/Chicago,"615, 629, 931",,US,35.88,-86.95,60020,232.52444
48,37065,PO BOX,0,Franklin,,,TN,Williamson County,America/Chicago,615,,US,35.92,-86.84,625,229.48901
49,37066,STANDARD,0,Gallatin,,,TN,Sumner County,America/Chicago,"615, 629",,US,36.37,-86.45,55600,214.94284
50,37067,STANDARD,0,Franklin,,,TN,Williamson County,America/Chicago,"615, 629",,US,35.92,-86.84,29830,229.48901
51,37068,PO BOX,0,Franklin,,,TN,Williamson County,America/Chicago,615,,US,35.92,-86.84,922,229.48901
52,37069,STANDARD,0,Franklin,,,TN,Williamson County,America/Chicago,"615, 629",,US,35.99,-86.9,20240,228.54077
53,37070,PO BOX,0,Goodlettsville,Goodlettsvlle,"Goodlettsvl, Goodlettsvle",TN,Davidson County,America/Chicago,615,,US,36.33,-86.7,794,219.21957
54,37071,PO BOX,0,Gladeville,,,TN,Wilson County,America/Chicago,615,,US,36.08,-86.4,113,219.87958
55,37072,STANDARD,0,Goodlettsville,Goodlettsvlle,Millersville,TN,Davidson County,America/Chicago,"615, 629",,US,36.33,-86.7,28970,219.21957
56,37073,STANDARD,0,Greenbrier,,,TN,Robertson County,America/Chicago,"615, 629",,US,36.42,-86.8,13930,218.91003
57,37074,STANDARD,0,Hartsville,,,TN,Trousdale County,America/Chicago,"615, 629",,US,36.39,-86.15,7390,211.22156
58,37075,STANDARD,0,Hendersonville,Hendersonvlle,,TN,Sumner County,America/Chicago,"615, 629",,US,36.29,-86.6,66440,218.59665
59,37076,STANDARD,0,Hermitage,,,TN,Davidson County,America/Chicago,"615, 629",,US,36.13,-86.58,34530,221.61224
60,37077,PO BOX,0,Hendersonville,Hendersonvlle,,TN,Sumner County,America/Chicago,615,,US,36.29,-86.6,875,218.59665
61,37078,STANDARD,0,Hurricane Mills,Hurricne Mlls,,TN,Humphreys County,America/Chicago,931,,US,35.94,-87.76,550,245.14731
62,37079,STANDARD,0,Indian Mound,,,TN,Stewart County,America/Chicago,931,,US,36.47,-87.66,2450,230.44403
63,37080,STANDARD,0,Joelton,,,TN,Davidson County,America/Chicago,"615, 629",,US,36.33,-86.91,6700,222.23065
64,37082,STANDARD,0,Kingston Springs,Kingston Spgs,,TN,Cheatham County,America/Chicago,"615, 629",,US,36.09,-87.1,5760,229.48563
65,37083,STANDARD,0,Lafayette,,La Fayette,TN,Macon County,America/Chicago,"270, 364, 615, 629",,US,36.52,-86.03,13580,208.31528
66,37085,STANDARD,0,Lascassas,,,TN,Rutherford County,America/Chicago,"615, 629",,US,35.94,-86.29,5270,221.39911
67,37086,STANDARD,0,La Vergne,,,TN,Rutherford County,America/Chicago,"615, 629",,US,35.99,-86.57,34950,224.23373
68,37087,STANDARD,0,Lebanon,,,TN,Wilson County,America/Chicago,"615, 629",,US,36.2,-86.32,47980,216.25842
69,37088,PO BOX,0,Lebanon,,,TN,Wilson County,America/Chicago,615,,US,36.2,-86.32,1385,216.25842
70,37089,UNIQUE,0,La Vergne,,Ingram Entertainment Group,TN,Rutherford County,America/Chicago,615,,US,35.99,-86.57,0,224.23373
71,37090,STANDARD,0,Lebanon,,,TN,Wilson County,America/Chicago,"615, 629",,US,36.11,-86.3,18490,217.60028
72,37091,STANDARD,0,Lewisburg,,,TN,Marshall County,America/Chicago,931,,US,35.44,-86.78,19900,246.66412
73,37095,STANDARD,0,Liberty,Gassaway,,TN,DeKalb County,America/Chicago,"615, 629, 931",,US,36.0,-85.98,1650,215.2804
74,37096,STANDARD,0,Linden,Flatwoods,,TN,Perry County,America/Chicago,"731, 931",,US,35.61,-87.84,4790,255.74358
75,37097,STANDARD,0,Lobelville,,,TN,Perry County,America/Chicago,"731, 931",,US,35.75,-87.79,1750,250.13196
76,37098,STANDARD,0,Lyles,Wrigley,,TN,Hickman County,America/Chicago,931,,US,35.87,-87.32,4730,240.41422
77,37101,STANDARD,0,Mc Ewen,,Mcewen,TN,Humphreys County,America/Chicago,"615, 629, 931",,US,36.1,-87.63,5880,238.49954
78,37110,STANDARD,0,Mcminnville,"Centertown, Mc Minnville",,TN,Warren County,America/Chicago,"423, 615, 629, 931",,US,35.68,-85.77,27580,221.21603
79,37111,PO BOX,0,Mcminnville,Mc Minnville,"Mc Minnvl, Mc Minnvle",TN,Warren County,America/Chicago,931,,US,35.68,-85.77,995,221.21603
80,37115,STANDARD,0,Madison,,,TN,Davidson County,America/Chicago,"615, 629",,US,36.25,-86.69,31160,220.6062
81,37116,PO BOX,0,Madison,,,TN,Davidson County,America/Chicago,615,,US,36.25,-86.69,785,220.6062
82,37118,STANDARD,0,Milton,,,TN,Rutherford County,America/Chicago,"615, 629",,US,35.92,-86.17,1390,219.96976
83,37119,PO BOX,0,Mitchellville,,,TN,Sumner County,America/Chicago,615,,US,36.63,-86.53,25,211.38751
84,37121,PO BOX,0,Mount Juliet,,Mt Juliet,TN,Wilson County,America/Chicago,615,,US,36.2,-86.52,652,219.11629
85,37122,STANDARD,0,Mount Juliet,Mt Juliet,,TN,Wilson County,America/Chicago,"615, 629",,US,36.2,-86.52,63390,219.11629
86,37127,STANDARD,0,Murfreesboro,,"Mboro, Murfreesbr",TN,Rutherford County,America/Chicago,"615, 629",,US,35.78,-86.33,18520,225.33063
87,37128,STANDARD,0,Murfreesboro,,"Mboro, Murfreesbr",TN,Rutherford County,America/Chicago,"615, 629",,US,35.78,-86.49,67950,227.31485
88,37129,STANDARD,0,Murfreesboro,,"Mboro, Murfreesbr",TN,Rutherford County,America/Chicago,"615, 629",,US,35.93,-86.44,57520,223.80658
89,37130,STANDARD,0,Murfreesboro,,"Mboro, Murfreesbr",TN,Rutherford County,America/Chicago,"615, 629",,US,35.85,-86.39,47230,224.70282
90,37131,UNIQUE,0,Murfreesboro,,"Mboro, Murfreesbr, State Farm Ins Co",TN,Rutherford County,America/Chicago,615,,US,35.85,-86.39,0,224.70282
91,37132,UNIQUE,0,Murfreesboro,,"Mboro, Middle Tenn State Univ, Murfreesbr",TN,Rutherford County,America/Chicago,"615, 629",,US,35.85,-86.36,195,224.45584
92,37133,PO BOX,0,Murfreesboro,,"Mboro, Murfreesbr",TN,Rutherford County,America/Chicago,615,,US,35.85,-86.39,1223,224.70282
93,37134,STANDARD,0,New Johnsonville,"Denver, New Johsonvle",,TN,Humphreys County,America/Chicago,"731, 931",,US,36.01,-87.95,2840,246.19836
94,37135,STANDARD,0,Nolensville,,,TN,Williamson County,America/Chicago,"615, 629",,US,35.94,-86.64,22490,225.76123
95,37136,PO BOX,0,Norene,,,TN,Wilson County,America/Chicago,615,,US,36.11,-86.29,0,217.48422
96,37137,STANDARD,0,Nunnelly,,,TN,Hickman County,America/Chicago,931,,US,35.89,-87.52,2480,243.09358
97,37138,STANDARD,0,Old Hickory,Lakewood,,TN,Davidson County,America/Chicago,"615, 629",,US,36.22,-86.61,21300,220.01141
98,37140,STANDARD,0,Only,,,TN,Hickman County,America/Chicago,931,,US,35.87,-87.65,390,245.6558
99,37141,STANDARD,0,Orlinda,,,TN,Robertson County,America/Chicago,"270, 364, 615, 629",,US,36.6,-86.67,1200,213.54272
100,37142,STANDARD,0,Palmyra,,,TN,Montgomery County,America/Chicago,931,,US,36.41,-87.5,1850,228.48184
101,37143,STANDARD,0,Pegram,,,TN,Cheatham County,America/Chicago,"615, 629",,US,36.1,-87.05,3710,228.27913
102,37144,STANDARD,0,Petersburg,,,TN,Lincoln County,America/Chicago,931,,US,35.31,-86.63,2870,249.33817
103,37145,STANDARD,0,Pleasant Shade,Pleasant Shde,,TN,Smith County,America/Chicago,"615, 629, 931",,US,36.38,-85.91,2210,208.83344
104,37146,STANDARD,0,Pleasant View,,,TN,Cheatham County,America/Chicago,"615, 629",,US,36.37,-87.04,7730,223.36499
105,37148,STANDARD,0,Portland,,,TN,Sumner County,America/Chicago,"270, 364, 615, 629",,US,36.58,-86.51,23140,212.07321
106,37149,STANDARD,0,Readyville,,,TN,Rutherford County,America/Chicago,"615, 629",,US,35.8,-86.19,2380,223.4249
107,37150,STANDARD,0,Red Boiling Springs,Red Blng Spgs,,TN,Macon County,America/Chicago,"270, 364, 615, 629, 931",,US,36.53,-85.85,3910,206.83315
108,37151,STANDARD,0,Riddleton,,,TN,Smith County,America/Chicago,"615, 629",,US,36.34,-86.03,490,210.51813
109,37152,PO BOX,0,Ridgetop,,,TN,Robertson County,America/Chicago,615,,US,36.39,-86.77,433,218.9119
110,37153,STANDARD,0,Rockvale,,,TN,Rutherford County,America/Chicago,"615, 629, 931",,US,35.75,-86.55,5570,229.27924
111,37160,STANDARD,0,Shelbyville,Royal,,TN,Bedford County,America/Chicago,"615, 629, 931",,US,35.49,-86.44,31260,238.45496
112,37161,UNIQUE,0,Shelbyville,,National Pen Company,TN,Bedford County,America/Chicago,931,,US,35.49,-86.44,0,238.45496
113,37162,PO BOX,0,Shelbyville,,,TN,Bedford County,America/Chicago,931,,US,35.49,-86.44,895,238.45496
114,37165,PO BOX,0,Slayden,,,TN,Dickson County,America/Chicago,"615, 629",,US,36.29,-87.48,131,230.77121
115,37166,STANDARD,0,Smithville,,,TN,DeKalb County,America/Chicago,"615, 629, 931",,US,35.95,-85.82,12720,214.06485
116,37167,STANDARD,0,Smyrna,,,TN,Rutherford County,America/Chicago,"615, 629",,US,35.98,-86.51,59050,223.78006
117,37171,STANDARD,0,Southside,,,TN,Montgomery County,America/Chicago,"615, 629, 931",,US,36.36,-87.3,1100,226.54298
118,37172,STANDARD,0,Springfield,Coopertown,,TN,Robertson County,America/Chicago,"270, 364, 615, 629",,US,36.49,-86.87,28890,218.52313
119,37174,STANDARD,0,Spring Hill,,,TN,Williamson County,America/Chicago,"615, 629, 931",,US,35.74,-86.92,49180,237.14923
120,37175,STANDARD,0,Stewart,,,TN,Houston County,America/Chicago,"731, 931",,US,36.32,-87.89,830,238.22128
121,37178,STANDARD,0,Tennessee Ridge,Tennessee Rdg,"Tenn Ridge, Tn Ridge",TN,Houston County,America/Chicago,931,,US,36.31,-87.76,1990,235.88315
122,37179,STANDARD,0,Thompsons Station,Thompsons Stn,,TN,Williamson County,America/Chicago,"615, 629, 931",,US,35.82,-87.01,17460,235.82233
123,37180,STANDARD,0,Unionville,,,TN,Bedford County,America/Chicago,"615, 629, 931",,US,35.62,-86.59,3130,235.36566
124,37181,STANDARD,0,Vanleer,,,TN,Dickson County,America/Chicago,"615, 629, 931",,US,36.23,-87.44,1330,231.57361
125,37183,STANDARD,0,Wartrace,,,TN,Bedford County,America/Chicago,931,,US,35.52,-86.33,3160,235.02591
126,37184,STANDARD,0,Watertown,,,TN,Wilson County,America/Chicago,"615, 629",,US,36.09,-86.13,5830,215.57237
127,37185,STANDARD,0,Waverly,,,TN,Humphreys County,America/Chicago,"731, 931",,US,36.09,-87.78,7340,241.44968
128,37186,STANDARD,0,Westmoreland,,,TN,Sumner County,America/Chicago,"270, 364, 615, 629",,US,36.56,-86.24,8750,209.70764
129,37187,STANDARD,0,White Bluff,,,TN,Dickson County,America/Chicago,"615, 629",,US,36.1,-87.21,6800,231.1525
130,37188,STANDARD,0,White House,,,TN,Robertson County,America/Chicago,"615, 629",,US,36.46,-86.66,16650,216.16568
131,37189,STANDARD,0,Whites Creek,,,TN,Davidson County,America/Chicago,"615, 629",,US,36.28,-86.83,3410,221.98984
132,37190,STANDARD,0,Woodbury,,,TN,Cannon County,America/Chicago,"615, 629, 931",,US,35.82,-86.07,7660,221.25607
133,37191,STANDARD,0,Woodlawn,,,TN,Montgomery County,America/Chicago,931,,US,36.5,-87.54,3880,227.62723
134,37201,STANDARD,0,Nashville,,,TN,Davidson County,America/Chicago,"615, 629",,US,36.17,-86.78,1290,223.57776
135,37202,PO BOX,0,Nashville,,,TN,Davidson County,America/Chicago,615,,US,36.17,-86.78,567,223.57776
136,37203,STANDARD,0,Nashville,,,TN,Davidson County,America/Chicago,"615, 629",,US,36.15,-86.79,15490,224.13925
137,37204,STANDARD,0,Nashville,"Berry Hill, Melrose",,TN,Davidson County,America/Chicago,"615, 629",,US,36.11,-86.77,12400,224.5134
138,37205,STANDARD,0,Nashville,Belle Meade,,TN,Davidson County,America/Chicago,"615, 629",,US,36.11,-86.87,22340,225.50916
139,37206,STANDARD,0,Nashville,,,TN,Davidson County,America/Chicago,"615, 629",,US,36.18,-86.73,23610,222.69293
140,37207,STANDARD,0,Nashville,,Northeast,TN,Davidson County,America/Chicago,"615, 629",,US,36.23,-86.78,34470,222.41333
141,37208,STANDARD,0,Nashville,,,TN,Davidson County,America/Chicago,"615, 629",,US,36.18,-86.81,14290,223.85345
142,37209,STANDARD,0,Nashville,,,TN,Davidson County,America/Chicago,"615, 629",,US,36.19,-86.95,32620,225.14032
143,37210,STANDARD,0,Nashville,,,TN,Davidson County,America/Chicago,"615, 629",,US,36.15,-86.73,12470,223.20862
144,37211,STANDARD,0,Nashville,,Woodbine,TN,Davidson County,America/Chicago,"615, 629",,US,36.07,-86.72,62950,224.60535
145,37212,STANDARD,0,Nashville,,,TN,Davidson County,America/Chicago,"615, 629",,US,36.13,-86.8,10580,224.6417
146,37213,STANDARD,0,Nashville,,,TN,Davidson County,America/Chicago,"615, 629",,US,36.17,-86.77,116,223.46674
147,37214,STANDARD,0,Nashville,,Donelson,TN,Davidson County,America/Chicago,"615, 629",,US,36.16,-86.67,27070,222.18466
148,37215,STANDARD,0,Nashville,Forest Hills,,TN,Davidson County,America/Chicago,"615, 629",,US,36.08,-86.83,21590,225.5565
149,37216,STANDARD,0,Nashville,,Jere Baxter,TN,Davidson County,America/Chicago,"615, 629",,US,36.22,-86.73,16020,221.88474
150,37217,STANDARD,0,Nashville,,,TN,Davidson County,America/Chicago,"615, 629",,US,36.11,-86.66,26140,223.06291
151,37218,STANDARD,0,Nashville,,,TN,Davidson County,America/Chicago,"615, 629",,US,36.16,-86.89,12300,225.06293
152,37219,STANDARD,0,Nashville,,Nashvle,TN,Davidson County,America/Chicago,"615, 629",,US,36.17,-86.78,1600,223.57776
153,37220,STANDARD,0,Nashville,Oak Hill,Forest Hills,TN,Davidson County,America/Chicago,"615, 629",,US,36.07,-86.79,6620,225.25006
154,37221,STANDARD,0,Nashville,Bellevue,,TN,Davidson County,America/Chicago,"615, 629",,US,36.05,-86.97,38330,228.17612
155,37222,PO BOX,0,Nashville,,,TN,Davidson County,America/Chicago,615,,US,36.17,-86.78,648,223.57776
156,37224,PO BOX,0,Nashville,,"Nashvl, Nashvle",TN,Davidson County,America/Chicago,615,,US,36.17,-86.78,320,223.57776
157,37227,PO BOX,0,Nashville,,"Nashvl, Nashvle",TN,Davidson County,America/Chicago,615,,US,36.17,-86.78,0,223.57776
158,37228,STANDARD,0,Nashville,,,TN,Davidson County,America/Chicago,"615, 629",,US,36.2,-86.8,1890,223.27698
159,37229,PO BOX,0,Nashville,,,TN,Davidson County,America/Chicago,615,,US,36.17,-86.78,505,223.57776
160,37230,PO BOX,0,Nashville,,,TN,Davidson County,America/Chicago,615,,US,36.17,-86.78,20,223.57776
161,37232,UNIQUE,0,Nashville,,Vanderbilt Hospital,TN,Davidson County,America/Chicago,"615, 629",,US,36.14,-86.8,0,224.51773
162,37234,UNIQUE,0,Nashville,,Lifeway Christian Resources,TN,Davidson County,America/Chicago,615,,US,36.17,-86.78,0,223.57776
163,37235,UNIQUE,0,Nashville,,Vanderbilt University,TN,Davidson County,America/Chicago,615,,US,36.17,-86.78,156,223.57776
164,37236,UNIQUE,0,Nashville,,Baptist Hospital,TN,Davidson County,America/Chicago,615,,US,36.17,-86.78,0,223.57776
165,37237,UNIQUE,1,Nashville,,Amsouth Bank,TN,Davidson County,America/Chicago,615,,US,36.16,-86.78,10,223.88399
166,37238,STANDARD,0,Nashville,,,TN,Davidson County,America/Chicago,"615, 629",,US,36.17,-86.78,0,223.57776
167,37240,UNIQUE,0,Nashville,,Vanderbilt University,TN,Davidson County,America/Chicago,615,,US,36.14,-86.81,0,224.61395
168,37241,UNIQUE,0,Nashville,,Regions Bank,TN,Davidson County,America/Chicago,615,,US,36.17,-86.78,0,223.57776
169,37242,UNIQUE,0,Nashville,,Tn Dept Revenue,TN,Davidson County,America/Chicago,615,,US,36.17,-86.78,0,223.57776
170,37243,UNIQUE,0,Nashville,,"Nashvl, Nashvle, Tn State Government",TN,Davidson County,America/Chicago,615,,US,36.17,-86.78,34,223.57776
171,37244,PO BOX,0,Nashville,,,TN,Davidson County,America/Chicago,615,,US,36.17,-86.78,0,223.57776
172,37245,STANDARD,1,Nashville,"Nashvl, Nashvle, Tn Dept Of Employment Sec",,TN,Davidson County,America/Chicago,615,,US,36.16,-86.78,0,223.88399
173,37246,UNIQUE,0,Nashville,,Nashville Elec Serv,TN,Davidson County,America/Chicago,615,,US,36.16,-86.79,0,223.99194
174,37247,STANDARD,1,Nashville,"Tn Dept Of Health Environ, Nashvl, Nashvle",,TN,Davidson County,America/Chicago,615,,US,36.16,-86.78,0,223.88399
175,37248,STANDARD,1,Nashville,"Tn Dept Of Human Svc, Nashvle, Nashvl",,TN,Davidson County,America/Chicago,615,,US,36.16,-86.78,0,223.88399
176,37249,STANDARD,1,Nashville,"Nashvl, Nashvle, Tn Dept Of Safety",,TN,Davidson County,America/Chicago,615,,US,36.16,-86.78,0,223.88399
177,37250,UNIQUE,0,Nashville,,American General,TN,Davidson County,America/Chicago,615,,US,36.17,-86.78,0,223.57776
178,37301,STANDARD,0,Altamont,,,TN,Grundy County,America/Chicago,931,,US,35.42,-85.72,1570,230.67853
179,37302,STANDARD,0,Apison,,,TN,Hamilton County,America/New_York,"423, 706, 762",,US,35.01,-85.0,4950,250.34937
180,37303,STANDARD,0,Athens,,,TN,McMinn County,America/New_York,423,,US,35.45,-84.6,21800,212.67714
181,37304,STANDARD,0,Bakewell,Sale Creek,,TN,Hamilton County,America/New_York,423,,US,35.39,-85.11,0,224.77884
182,37305,STANDARD,0,Beersheba Springs,Beershba Spgs,,TN,Grundy County,America/Chicago,931,,US,35.45,-85.67,570,228.54991
183,37306,STANDARD,0,Belvidere,,,TN,Franklin County,America/Chicago,"256, 931, 938",,US,35.12,-86.18,2400,252.09813
184,37307,STANDARD,0,Benton,,,TN,Polk County,America/New_York,423,,US,35.17,-84.65,4340,239.87071
185,37308,STANDARD,0,Birchwood,,,TN,Hamilton County,America/New_York,423,,US,35.36,-84.99,2640,225.24725
186,37309,STANDARD,0,Calhoun,,,TN,McMinn County,America/New_York,423,,US,35.29,-84.74,1950,227.48605
187,37310,STANDARD,0,Charleston,,,TN,Bradley County,America/New_York,423,,US,35.28,-84.76,4040,228.99014
