,zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population,rfactor
188,37311,STANDARD,0,Cleveland,,Cleveld,TN,Bradley County,America/New_York,"423, 706, 762",,US,35.17,-84.86,21840,239.51761
189,37312,STANDARD,0,Cleveland,,Cleveld,TN,Bradley County,America/New_York,423,,US,35.23,-84.88,32870,234.18817
190,37313,STANDARD,0,Coalmont,,,TN,Grundy County,America/Chicago,931,,US,35.38,-85.7,1100,233.12955
191,37314,PO BOX,0,Coker Creek,,,TN,Monroe County,America/New_York,423,,US,35.26,-84.3,70,225.7457
192,37315,PO BOX,0,Collegedale,,,TN,Hamilton County,America/New_York,423,,US,35.05,-85.05,2155,248.04819
193,37316,PO BOX,0,Conasauga,,,TN,Polk County,America/New_York,423,,US,35.0,-84.73,55,252.39185
194,37317,STANDARD,0,Copperhill,Postelle,,TN,Polk County,America/New_York,"423, 706, 762, 828",,US,34.99,-84.37,2050,251.18954
195,37318,STANDARD,0,Cowan,,,TN,Franklin County,America/Chicago,931,,US,35.16,-86.01,1650,249.12099
196,37320,PO BOX,0,Cleveland,,Cleveld,TN,Bradley County,America/New_York,423,,US,35.17,-84.86,2252,239.51761
197,37321,STANDARD,0,Dayton,,,TN,Rhea County,America/New_York,423,,US,35.49,-85.01,16840,216.89206
198,37322,STANDARD,0,Decatur,,,TN,Meigs County,America/New_York,423,,US,35.52,-84.79,7550,210.55835
199,37323,STANDARD,0,Cleveland,,"Cleveld, Clevelnd",TN,Bradley County,America/New_York,"423, 706, 762",,US,35.1,-84.82,28520,246.36089
200,37324,STANDARD,0,Decherd,,,TN,Franklin County,America/Chicago,931,,US,35.2,-86.08,4430,247.8669
201,37325,STANDARD,0,Delano,,,TN,Polk County,America/New_York,423,,US,35.25,-84.62,1600,230.38272
202,37326,PO BOX,0,Ducktown,,,TN,Polk County,America/New_York,423,,US,35.03,-84.38,818,248.70425
203,37327,STANDARD,0,Dunlap,,,TN,Sequatchie County,America/Chicago,"423, 931",,US,35.37,-85.38,10810,229.11472
204,37328,STANDARD,0,Elora,,,TN,Lincoln County,America/Chicago,"256, 931, 938",,US,35.01,-86.35,1310,257.9654
205,37329,STANDARD,0,Englewood,,,TN,McMinn County,America/New_York,423,,US,35.42,-84.48,4880,214.1255
206,37330,STANDARD,0,Estill Springs,Estill Spgs,,TN,Franklin County,America/Chicago,931,,US,35.26,-86.13,6340,245.81866
207,37331,STANDARD,0,Etowah,,,TN,McMinn County,America/New_York,423,,US,35.33,-84.52,6590,222.01863
208,37332,STANDARD,0,Evensville,,,TN,Rhea County,America/New_York,423,,US,35.56,-84.95,2400,211.40814
209,37333,STANDARD,0,Farner,,,TN,Polk County,America/New_York,"423, 828",,US,35.14,-84.32,440,238.85683
210,37334,STANDARD,0,Fayetteville,,,TN,Lincoln County,America/Chicago,"256, 931, 938",,US,35.14,-86.56,20470,254.69449
211,37335,STANDARD,0,Flintville,,,TN,Lincoln County,America/Chicago,"256, 931, 938",,US,35.04,-86.45,2420,257.7281
212,37336,STANDARD,0,Georgetown,,,TN,Bradley County,America/New_York,423,,US,35.3,-84.91,4140,228.37256
213,37337,STANDARD,0,Grandview,,Grand View,TN,Rhea County,America/New_York,"423, 865, 931",,US,35.74,-84.83,1240,200.93611
214,37338,STANDARD,0,Graysville,,,TN,Rhea County,America/Chicago,423,,US,35.43,-85.22,2850,224.24709
215,37339,STANDARD,0,Gruetli Laager,Gruetli Laagr,"Gruetli, Laager",TN,Grundy County,America/Chicago,"423, 931",,US,35.38,-85.63,1560,231.9945
216,37340,STANDARD,0,Guild,,,TN,Marion County,America/Chicago,"423, 706, 762",,US,35.03,-85.52,530,251.39359
217,37341,STANDARD,0,Harrison,,,TN,Hamilton County,America/New_York,423,,US,35.12,-85.14,12910,243.60016
218,37342,STANDARD,0,Hillsboro,,,TN,Coffee County,America/Chicago,931,,US,35.36,-85.95,3510,238.02036
219,37343,STANDARD,0,Hixson,,,TN,Hamilton County,America/New_York,423,,US,35.16,-85.2,41150,241.0599
220,37345,STANDARD,0,Huntland,,,TN,Franklin County,America/Chicago,"256, 931, 938",,US,35.05,-86.26,2030,255.4076
221,37347,STANDARD,0,Jasper,Kimball,,TN,Marion County,America/Chicago,"423, 931",,US,35.05,-85.62,7570,251.21664
222,37348,STANDARD,0,Kelso,,,TN,Lincoln County,America/Chicago,931,,US,35.12,-86.46,1050,254.37825
223,37349,PO BOX,0,Manchester,,,TN,Coffee County,America/Chicago,931,,US,35.46,-86.08,971,233.83543
224,37350,STANDARD,0,Lookout Mountain,Lookout Mtn,,TN,Hamilton County,America/New_York,"423, 706, 762",,US,34.99,-85.35,2160,252.52225
225,37351,STANDARD,0,Lupton City,,,TN,Hamilton County,America/New_York,423,,US,35.1,-85.26,310,245.6423
226,37352,STANDARD,0,Lynchburg,,,TN,Moore County,America/Chicago,931,,US,35.28,-86.35,2940,247.24487
227,37353,STANDARD,0,Mc Donald,,,TN,Bradley County,America/New_York,423,,US,35.08,-84.98,4640,246.51346
228,37354,STANDARD,0,Madisonville,,,TN,Monroe County,America/New_York,423,,US,35.52,-84.35,14730,203.80295
229,37355,STANDARD,0,Manchester,,,TN,Coffee County,America/Chicago,"615, 629, 931",,US,35.46,-86.08,24500,233.83543
230,37356,STANDARD,0,Monteagle,,,TN,Grundy County,America/Chicago,"423, 931",,US,35.24,-85.84,2310,243.22852
231,37357,STANDARD,0,Morrison,,,TN,Warren County,America/Chicago,"615, 629, 931",,US,35.6,-85.91,5270,225.33916
232,37359,STANDARD,0,Mulberry,,,TN,Lincoln County,America/Chicago,931,,US,35.2,-86.4,600,250.53525
233,37360,STANDARD,0,Normandy,,,TN,Coffee County,America/Chicago,931,,US,35.45,-86.25,1590,237.29001
234,37361,STANDARD,0,Ocoee,,,TN,Polk County,America/New_York,423,,US,35.1,-84.7,1430,246.72928
235,37362,STANDARD,0,Old Fort,,,TN,Polk County,America/New_York,"423, 706, 762",,US,35.04,-84.64,3020,250.46255
236,37363,STANDARD,0,Ooltewah,College Dale,,TN,Hamilton County,America/New_York,"423, 706, 762",,US,35.06,-85.09,38350,247.68997
237,37364,PO BOX,0,Cleveland,,,TN,Bradley County,America/New_York,423,,US,35.17,-84.86,508,239.51761
238,37365,STANDARD,0,Palmer,,,TN,Grundy County,America/Chicago,"423, 931",,US,35.35,-85.56,1110,232.70505
239,37366,STANDARD,0,Pelham,,,TN,Grundy County,America/Chicago,931,,US,35.32,-85.78,880,237.79765
240,37367,STANDARD,0,Pikeville,,,TN,Bledsoe County,America/Chicago,"423, 931",,US,35.6,-85.19,8140,214.94409
241,37369,STANDARD,0,Reliance,,,TN,Polk County,America/New_York,423,,US,35.21,-84.46,730,233.0535
242,37370,STANDARD,0,Riceville,,,TN,McMinn County,America/New_York,423,,US,35.38,-84.69,4320,219.65874
243,37371,PO BOX,0,Athens,,,TN,Mcminn County,America/New_York,423,,US,35.45,-84.6,1239,212.67714
244,37373,STANDARD,0,Sale Creek,Bakewell,,TN,Hamilton County,America/New_York,423,,US,35.38,-85.1,3010,225.00063
245,37374,STANDARD,0,Sequatchie,,,TN,Marion County,America/Chicago,"423, 931",,US,35.19,-85.66,1480,244.57379
246,37375,STANDARD,0,Sewanee,Saint Andrews,,TN,Franklin County,America/Chicago,"423, 931",,US,35.2,-85.92,2030,246.13531
247,37376,STANDARD,0,Sherwood,,,TN,Franklin County,America/Chicago,"256, 423, 931, 938",,US,35.06,-85.95,310,252.55994
248,37377,STANDARD,0,Signal Mountain,"Signal Mtn, Walden",,TN,Hamilton County,America/New_York,423,,US,35.13,-85.34,17000,244.49904
249,37378,PO BOX,0,Smartt,,,TN,Warren County,America/Chicago,931,,US,35.63,-85.84,208,224.00006
250,37379,STANDARD,0,Soddy Daisy,Lakesite,,TN,Hamilton County,America/New_York,423,,US,35.26,-85.17,25790,233.70392
251,37380,STANDARD,0,South Pittsburg,"New Hope, Orme, S Pittsburg",,TN,Marion County,America/Chicago,"256, 423, 706, 762, 931, 938",,US,35.01,-85.71,5480,253.42491
252,37381,STANDARD,0,Spring City,Watts Bar Dam,,TN,Rhea County,America/New_York,"423, 865, 931",,US,35.68,-84.86,7770,203.52429
253,37382,PO BOX,0,Summitville,,,TN,Coffee County,America/Chicago,931,,US,35.54,-85.97,327,228.34909
254,37383,UNIQUE,0,Sewanee,,University Of The South,TN,Franklin County,America/Chicago,931,,US,35.21,-85.91,218,245.69427
255,37384,PO BOX,0,Soddy Daisy,,,TN,Hamilton County,America/New_York,423,,US,35.26,-85.17,1172,233.70392
256,37385,STANDARD,0,Tellico Plains,Tellico Plns,,TN,Monroe County,America/New_York,"423, 828",,US,35.36,-84.29,6740,217.34122
257,37387,STANDARD,0,Tracy City,,,TN,Grundy County,America/Chicago,"423, 931",,US,35.25,-85.75,3420,241.4736
258,37388,STANDARD,0,Tullahoma,Dickel,,TN,Coffee County,America/Chicago,931,,US,35.37,-86.2,23520,240.5326
259,37389,STANDARD,0,Arnold AFB,Tullahoma,Arnold Air Force Base,TN,Coffee County,America/Chicago,931,,US,35.37,-86.14,0,239.63007
260,37391,STANDARD,0,Turtletown,,,TN,Polk County,America/New_York,"423, 828",,US,35.12,-84.35,1150,240.80301
261,37394,PO BOX,0,Viola,,,TN,Warren County,America/Chicago,931,,US,35.54,-85.86,229,226.6488
262,37396,STANDARD,0,Whiteside,,,TN,Marion County,America/Chicago,"423, 706, 762",,US,35.01,-85.5,270,252.31668
263,37397,STANDARD,0,Whitwell,"Powells Crossroads, Powells Xroad",,TN,Marion County,America/Chicago,"423, 931",,US,35.2,-85.51,8100,241.6979
264,37398,STANDARD,0,Winchester,,,TN,Franklin County,America/Chicago,931,,US,35.18,-86.1,13770,248.91028
265,37401,PO BOX,0,Chattanooga,,,TN,Hamilton County,America/New_York,423,,US,35.06,-85.25,510,248.33456
266,37402,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/New_York,423,,US,35.04,-85.32,2670,249.61917
267,37403,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/New_York,423,,US,35.05,-85.29,1840,249.2023
268,37404,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/New_York,"423, 706, 762",,US,35.03,-85.27,10470,249.99947
269,37405,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/Chicago,423,,US,35.13,-85.38,15210,245.15347
270,37406,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/New_York,423,,US,35.06,-85.25,10710,248.33456
271,37407,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/New_York,"423, 706, 762",,US,35.0,-85.29,7000,251.86574
272,37408,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/New_York,423,,US,35.03,-85.31,2760,250.38025
273,37409,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/New_York,"423, 706, 762",,US,35.01,-85.34,2720,251.45236
274,37410,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/New_York,"423, 706, 762",,US,35.0,-85.31,3140,251.85162
275,37411,STANDARD,0,Chattanooga,Ridgeside,,TN,Hamilton County,America/New_York,423,,US,35.03,-85.23,15170,249.99954
276,37412,STANDARD,0,Chattanooga,East Ridge,,TN,Hamilton County,America/New_York,"423, 706, 762",,US,35.0,-85.23,19040,251.52016
277,37414,PO BOX,0,Chattanooga,,"Chatt, Chatta",TN,Hamilton County,America/New_York,423,,US,35.06,-85.25,691,248.33456
278,37415,STANDARD,0,Chattanooga,Red Bank,,TN,Hamilton County,America/New_York,423,,US,35.12,-85.28,20420,244.7399
279,37416,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/New_York,423,,US,35.1,-85.18,13260,245.0623
280,37419,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/New_York,"423, 706, 762",,US,35.04,-85.4,5840,250.3165
281,37421,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/New_York,"423, 706, 762",,US,35.03,-85.15,45570,249.59894
282,37422,PO BOX,0,Chattanooga,,,TN,Hamilton County,America/New_York,423,,US,35.06,-85.25,698,248.33456
283,37424,PO BOX,0,Chattanooga,,"Chatt, Chatta, Chickamauga",TN,Hamilton County,America/New_York,423,,US,35.06,-85.25,657,248.33456
284,37450,STANDARD,0,Chattanooga,,,TN,Hamilton County,America/New_York,423,,US,35.05,-85.31,22,249.21858
285,37501,UNIQUE,0,Memphis,,Internal Revenue,TN,Shelby County,America/Chicago,901,,US,35.1,-90.0,0,295.19717
286,37544,UNIQUE,0,Memphis,,Internal Revenue,TN,Shelby County,America/Chicago,901,,US,35.15,-90.05,0,294.14288
287,37601,STANDARD,0,Johnson City,,JC,TN,Washington County,America/New_York,423,,US,36.33,-82.36,29350,149.81076
288,37602,PO BOX,0,Johnson City,,JC,TN,Washington County,America/New_York,423,,US,36.33,-82.36,1105,149.81076
289,37604,STANDARD,0,Johnson City,,JC,TN,Washington County,America/New_York,423,,US,36.3,-82.38,28120,150.6545
290,37605,PO BOX,0,Johnson City,,JC,TN,Washington County,America/New_York,423,,US,36.33,-82.36,734,149.81076
291,37614,PO BOX,0,Johnson City,,"East Tn State Univ, Etsu, JC",TN,Washington County,America/New_York,423,,US,36.3,-82.37,287,150.69481
292,37615,STANDARD,0,Johnson City,Gray,JC,TN,Washington County,America/New_York,423,,US,36.4,-82.46,20310,147.82916
293,37616,STANDARD,0,Afton,,,TN,Greene County,America/New_York,423,,US,36.23,-82.75,4270,154.5911
294,37617,STANDARD,0,Blountville,,,TN,Sullivan County,America/New_York,"276, 423",,US,36.53,-82.32,12270,143.59569
295,37618,STANDARD,0,Bluff City,,,TN,Sullivan County,America/New_York,423,,US,36.46,-82.27,10940,145.51242
296,37620,STANDARD,0,Bristol,,,TN,Sullivan County,America/New_York,"276, 423",,US,36.56,-82.19,31840,141.81467
297,37621,PO BOX,0,Bristol,,,TN,Sullivan County,America/New_York,423,,US,36.56,-82.19,859,141.81467
298,37625,PO BOX,0,Bristol,,,TN,Sullivan County,America/New_York,423,,US,36.56,-82.19,246,141.81467
299,37640,STANDARD,0,Butler,,,TN,Johnson County,America/New_York,"423, 828",,US,36.31,-82.0,2940,151.60529
300,37641,STANDARD,0,Chuckey,,Chucky,TN,Greene County,America/New_York,"423, 828",,US,36.24,-82.71,7640,153.88408
301,37642,STANDARD,0,Church Hill,,,TN,Hawkins County,America/New_York,"276, 423",,US,36.52,-82.71,12790,146.84566
302,37643,STANDARD,0,Elizabethton,,,TN,Carter County,America/New_York,423,,US,36.33,-82.23,26290,149.99866
303,37644,PO BOX,0,Elizabethton,,,TN,Carter County,America/New_York,423,,US,36.33,-82.23,1082,149.99866
304,37645,STANDARD,0,Mount Carmel,"Church Hill, Mt Carmel",,TN,Hawkins County,America/New_York,423,,US,36.56,-82.65,4840,145.5022
305,37650,STANDARD,0,Erwin,,,TN,Unicoi County,America/New_York,"423, 828",,US,36.14,-82.41,9670,159.62262
306,37656,STANDARD,0,Fall Branch,,,TN,Washington County,America/New_York,423,,US,36.41,-82.62,3290,148.36853
307,37657,STANDARD,0,Flag Pond,,,TN,Unicoi County,America/New_York,"423, 828",,US,36.01,-82.56,630,167.30736
308,37658,STANDARD,0,Hampton,,,TN,Carter County,America/New_York,423,,US,36.28,-82.17,3300,152.32683
309,37659,STANDARD,0,Jonesborough,,Jonesboro,TN,Washington County,America/New_York,423,,US,36.29,-82.47,26360,151.14137
310,37660,STANDARD,0,Kingsport,,,TN,Sullivan County,America/New_York,"276, 423",,US,36.52,-82.55,32270,145.3422
311,37662,PO BOX,0,Kingsport,,,TN,Sullivan County,America/New_York,423,,US,36.52,-82.55,825,145.3422
312,37663,STANDARD,0,Kingsport,"Colonial Heights, Colonial Hgts",,TN,Sullivan County,America/New_York,423,,US,36.46,-82.49,13630,146.32083
313,37664,STANDARD,0,Kingsport,,,TN,Sullivan County,America/New_York,423,,US,36.52,-82.5,25180,144.97803
314,37665,STANDARD,0,Kingsport,,,TN,Sullivan County,America/New_York,"276, 423",,US,36.58,-82.57,4050,144.35257
315,37669,UNIQUE,0,Kingsport,,Kingsport Book,TN,Sullivan County,America/New_York,423,,US,36.52,-82.55,0,145.3422
316,37680,STANDARD,0,Laurel Bloomery,Laurel Blmry,,TN,Johnson County,America/New_York,"276, 336, 423, 743",,US,36.58,-81.73,470,0.0
317,37681,STANDARD,0,Limestone,,,TN,Washington County,America/New_York,423,,US,36.22,-82.63,5430,154.32394
318,37682,PO BOX,0,Milligan College,"Milligan, Milligan Coll",,TN,Carter County,America/New_York,423,,US,36.3,-82.29,415,150.90158
319,37683,STANDARD,0,Mountain City,,,TN,Johnson County,America/New_York,"336, 423, 743, 828",,US,36.47,-81.8,8800,144.33682
320,37684,PO BOX,0,Mountain Home,Mtn Home,,TN,Washington County,America/New_York,423,,US,36.3,-82.36,426,150.73538
321,37686,STANDARD,0,Piney Flats,,,TN,Sullivan County,America/New_York,423,,US,36.44,-82.34,7900,146.17007
322,37687,STANDARD,0,Roan Mountain,,,TN,Carter County,America/New_York,"423, 828",,US,36.18,-82.07,3580,159.878
323,37688,STANDARD,0,Shady Valley,,,TN,Johnson County,America/New_York,"276, 423",,US,36.51,-81.92,790,142.65
324,37690,STANDARD,0,Telford,,,TN,Washington County,America/New_York,423,,US,36.24,-82.54,3900,153.30295
325,37691,STANDARD,0,Trade,,,TN,Johnson County,America/New_York,"336, 423, 743, 828",,US,36.34,-81.74,700,0.0
326,37692,STANDARD,0,Unicoi,,,TN,Unicoi County,America/New_York,"423, 828",,US,36.19,-82.35,3930,156.63324
327,37694,STANDARD,0,Watauga,,,TN,Carter County,America/New_York,423,,US,36.36,-82.29,1550,149.02277
328,37699,UNIQUE,0,Piney Flats,,Home Shopping Network,TN,Sullivan County,America/New_York,423,,US,36.44,-82.34,0,146.17007
329,37701,STANDARD,0,Alcoa,,,TN,Blount County,America/New_York,865,,US,35.79,-83.97,7800,185.17941
330,37705,STANDARD,0,Andersonville,,,TN,Anderson County,America/New_York,"423, 865",,US,36.2,-84.04,4670,175.77391
331,37707,PO BOX,0,Arthur,,,TN,Claiborne County,America/New_York,423,,US,36.54,-83.67,327,162.40204
332,37708,STANDARD,0,Bean Station,,Tate Springs,TN,Grainger County,America/New_York,"423, 865",,US,36.34,-83.28,5790,157.70518
333,37709,STANDARD,0,Blaine,,,TN,Grainger County,America/New_York,865,,US,36.14,-83.69,3550,169.86533
334,37710,STANDARD,0,Briceville,Devonia,,TN,Anderson County,America/New_York,"423, 865",,US,36.16,-84.3,730,182.10062
335,37711,STANDARD,0,Bulls Gap,,,TN,Hawkins County,America/New_York,423,,US,36.26,-83.07,4230,156.8999
336,37713,STANDARD,0,Bybee,,,TN,Cocke County,America/New_York,423,,US,36.04,-83.18,1180,165.71368
337,37714,STANDARD,0,Caryville,,,TN,Campbell County,America/New_York,"423, 865",,US,36.26,-84.3,3540,180.4342
338,37715,STANDARD,0,Clairfield,,,TN,Claiborne County,America/New_York,"423, 606",,US,36.54,-83.95,570,168.32278
339,37716,STANDARD,0,Clinton,,,TN,Anderson County,America/New_York,865,,US,36.09,-84.13,22380,180.25922
340,37717,PO BOX,0,Clinton,,,TN,Anderson County,America/New_York,865,,US,36.09,-84.13,835,180.25922
341,37719,PO BOX,0,Coalfield,,,TN,Morgan County,America/New_York,865,,US,36.02,-84.43,532,186.9201
342,37721,STANDARD,0,Corryton,,,TN,Knox County,America/New_York,865,,US,36.12,-83.8,12700,172.50668
343,37722,STANDARD,0,Cosby,,,TN,Cocke County,America/New_York,"423, 828, 865",,US,35.81,-83.25,5080,174.83609
344,37723,STANDARD,0,Crab Orchard,,,TN,Cumberland County,America/Chicago,"423, 865, 931",,US,35.9,-84.88,860,198.76321
345,37724,STANDARD,0,Cumberland Gap,"Cumb Gap, Cumberland Gp",,TN,Claiborne County,America/New_York,"276, 423, 606",,US,36.55,-83.71,1710,163.00479
346,37725,STANDARD,0,Dandridge,,,TN,Jefferson County,America/New_York,"423, 865",,US,36.02,-83.41,16430,167.8451
347,37726,STANDARD,0,Deer Lodge,,,TN,Morgan County,America/New_York,"423, 931",,US,36.21,-84.83,1640,194.0278
348,37727,STANDARD,0,Del Rio,,,TN,Cocke County,America/New_York,"423, 828",,US,35.91,-83.02,1730,171.34192
349,37729,STANDARD,0,Duff,La Follette,,TN,Campbell County,America/New_York,423,,US,36.52,-84.03,960,170.4671
350,37730,PO BOX,0,Eagan,,,TN,Claiborne County,America/New_York,423,,US,36.57,-83.97,131,168.28009
351,37731,STANDARD,0,Eidson,,,TN,Hawkins County,America/New_York,"276, 423, 865",,US,36.5,-83.08,550,151.09273
352,37732,PO BOX,0,Elgin,,,TN,Scott County,America/New_York,423,,US,36.33,-84.63,277,187.37677
353,37733,PO BOX,0,Rugby,Elgin,,TN,Morgan County,America/New_York,423,,US,36.36,-84.7,40,188.88783
354,37737,STANDARD,0,Friendsville,,,TN,Blount County,America/New_York,865,,US,35.75,-84.13,5970,189.1586
355,37738,STANDARD,0,Gatlinburg,,,TN,Sevier County,America/New_York,"423, 828, 865",,US,35.72,-83.49,4930,181.5645
356,37742,STANDARD,0,Greenback,,,TN,Loudon County,America/New_York,"423, 865",,US,35.65,-84.17,5810,194.19128
357,37743,STANDARD,0,Greeneville,Tusculum Coll,Baileyton,TN,Greene County,America/New_York,"423, 828",,US,36.07,-82.86,20810,163.60562
358,37744,PO BOX,0,Greeneville,,,TN,Greene County,America/New_York,423,,US,36.16,-82.81,957,158.64319
359,37745,STANDARD,0,Greeneville,Tusculum,Baileyton,TN,Greene County,America/New_York,423,,US,36.16,-82.81,15290,158.64319
360,37748,STANDARD,0,Harriman,,"Emory Gap, Midtown",TN,Roane County,America/New_York,"423, 865",,US,35.93,-84.56,14580,191.47153
361,37752,STANDARD,0,Harrogate,,,TN,Claiborne County,America/New_York,"276, 423",,US,36.56,-83.54,4710,159.12198
362,37753,STANDARD,0,Hartford,,,TN,Cocke County,America/New_York,"423, 828",,US,35.81,-83.14,660,174.86823
363,37754,STANDARD,0,Heiskell,,,TN,Anderson County,America/New_York,865,,US,36.12,-84.04,4280,177.79678
364,37755,STANDARD,0,Helenwood,,New River,TN,Scott County,America/New_York,423,,US,36.43,-84.56,2660,183.77303
365,37756,STANDARD,0,Huntsville,Winona,Norma,TN,Scott County,America/New_York,423,,US,36.41,-84.48,2250,182.02145
366,37757,STANDARD,0,Jacksboro,,,TN,Campbell County,America/New_York,"423, 865",,US,36.33,-84.19,8210,176.73346
367,37760,STANDARD,0,Jefferson City,Jefferson Cty,Jeff City,TN,Jefferson County,America/New_York,865,,US,36.11,-83.48,10730,166.57306
368,37762,STANDARD,0,Jellico,,,TN,Campbell County,America/New_York,"423, 606",,US,36.57,-84.12,2140,171.48906
369,37763,STANDARD,0,Kingston,,,TN,Roane County,America/New_York,"423, 865",,US,35.87,-84.51,14250,191.69043
370,37764,STANDARD,0,Kodak,,,TN,Sevier County,America/New_York,865,,US,35.97,-83.62,10290,172.75159
371,37765,STANDARD,0,Kyles Ford,,,TN,Hancock County,America/New_York,"276, 423, 865",,US,36.57,-83.06,350,149.86551
372,37766,STANDARD,0,La Follette,Morley,Lafollette,TN,Campbell County,America/New_York,"423, 865",,US,36.37,-84.12,13640,174.67796
373,37769,STANDARD,0,Rocky Top,Lake City,,TN,Anderson County,America/New_York,"423, 865",,US,36.22,-84.15,4910,178.08783
374,37770,STANDARD,0,Lancing,,,TN,Morgan County,America/New_York,"423, 865, 931",,US,36.15,-84.69,2210,191.08658
375,37771,STANDARD,0,Lenoir City,,,TN,Loudon County,America/New_York,865,,US,35.8,-84.27,15230,189.35693
376,37772,STANDARD,0,Lenoir City,,,TN,Loudon County,America/New_York,865,,US,35.79,-84.22,12970,188.99365
377,37773,PO BOX,0,Lone Mountain,,,TN,Claiborne County,America/New_York,423,,US,36.38,-83.58,28,163.07062
378,37774,STANDARD,0,Loudon,,,TN,Loudon County,America/New_York,"423, 865",,US,35.73,-84.35,20320,193.07854
379,37777,STANDARD,0,Louisville,,Mcghee Tyson Ang Base,TN,Blount County,America/New_York,865,,US,35.82,-84.04,11310,185.23991
380,37778,PO BOX,0,Lowland,,,TN,Hamblen County,America/New_York,423,,US,36.15,-83.2,0,161.93109
381,37779,STANDARD,0,Luttrell,Plainview,,TN,Union County,America/New_York,865,,US,36.2,-83.74,3130,169.81961
382,37801,STANDARD,0,Maryville,,,TN,Blount County,America/New_York,"423, 865",,US,35.66,-84.09,26530,193.10727
383,37802,PO BOX,0,Maryville,,,TN,Blount County,America/New_York,865,,US,35.74,-83.97,1744,187.47824
384,37803,STANDARD,0,Maryville,,,TN,Blount County,America/New_York,865,,US,35.74,-83.97,31060,187.47824
385,37804,STANDARD,0,Maryville,,,TN,Blount County,America/New_York,865,,US,35.79,-83.89,23090,183.92085
386,37806,STANDARD,0,Mascot,,,TN,Knox County,America/New_York,865,,US,36.08,-83.73,2950,171.92285
